,sd_values,mean_values,CV_values,Gene_Name,LeftEnd,Protein,Function,Description
b3866,0.521191376,10.13800256,0.051409671,yihI,4051347,activator of Der GTPase,Null,Activator of Der GTPase; GAP (GTPase Activating Protein)-like protein; Der-YhiI complex
b3867,0.586880606,9.41168221,0.062356611,hemN,4052045,"coproporphyrinogen III oxidase, SAM and NAD(P)H dependent, oxygen-independent","Enzyme; Biosynthesis of cofactors, carriers: Heme, porphyrin","Coproporphyrinogen III oxidase, oxygen-independent, required for cytochrome B and cytochrome C synthesis during anaerobic growth"
b3868,1.014116177,9.20632321,0.11015431,glnG,4053869,fused DNA-binding response regulator in two-component regulatory system with GlnL: response regulator/sigma54 interaction protein,Regulator; Amino acid biosynthesis: Glutamine,Nitrogen regulator I
b3869,1.0249763159999998,9.356421041,0.109547904,glnL,4055290,sensory histidine kinase in two-component regulatory system with GlnG,Enzyme; Amino acid biosynthesis: Glutamine,"Bifunctional kinase/phosphatase, nitrogen regulator II, NRII; homodimeric"
b3870,1.017705272,10.48133672,0.09709689699999999,glnA,4056625,glutamine synthetase,Enzyme; Amino acid biosynthesis: Glutamine,Glutamine synthase
b3871,0.7896411609999999,10.80124509,0.07310649400000001,typA,4058407,GTP-binding protein,Putative factor; Not classified,"GTPase, regulatory, ribosome-associated"
b3872,0.632402939,8.372653616000001,0.07553196,yihL,4060447,putative DNA-binding transcriptional regulator,Putative regulator; Not classified,Predicted DNA-binding transcriptional regulator
b3873,0.826731605,8.286676443,0.099766367,yihM,4061165,putative sugar phosphate isomerase,Null,"Predicted sugar phosphate isomerase, function unknown"
b3874,1.1095305359999998,8.013510105,0.138457495,yihN,4062247,MFS transporter family protein,Putative transport; Drug/analog sensitivity,"Predicted transporter, inner membrane protein, function unknown"
b3875,1.284561541,6.619727425,0.19405051899999998,ompL,4063603,outer membrane porin L; putative sulpholipid porin,Null,Outer membrane porin L; putative sulpholipid porin
b3876,1.048054239,7.267922735,0.144202722,yihO,4064363,putative sulphoquinovose importer,Putative transport; Not classified,Putative sulphoquinovose importer
b3877,0.837409301,8.195592114,0.102178011,yihP,4065809,"putative 2,3-dihydroxypropane-1-sulphonate exporter, membrane protein",Putative transport; Not classified,"Putative 2,3-dihydroxypropane-1-sulphonate exporter; membrane protein"
b3878,0.660581148,8.731698826,0.075653222,yihQ,4067240,putative sulpholipid alpha-glucosidase; alpha-glucosyl fluoride glucosidase,Enzyme; Not classified,Putative sulpholipid alpha-glucosidase; alpha-glucosyl fluoride glucosidase
b3879,0.503775591,7.799856877000001,0.064587799,yihR,4069475,putative sulphoquinovose mutarotase,Enzyme; Not classified,Putative sulphoquinovose mutarotase
b3880,0.502356795,7.77521789,0.064609996,yihS,4070515,sulphoquinovose isomerase,Enzyme; Not classified,"Sulphoquinovose isomerase, sulphoglycolysis pathway"
b3881,0.566984403,8.395548374,0.067533933,yihT,4071773,6-deoxy-6-sulphofructose-1-phosphate aldolase,Enzyme; Not classified,6-deoxy-6-sulphofructose-1-phosphate aldolase; sulphoglycolysis pathway
b3882,0.518594259,8.295424078,0.062515702,yihU,4072675,"3-sulpholactaldehyde (SLA) reductase, NADH-dependent; gamma-hydroxybutyrate dehydrogenase, NADH-dependent",Enzyme; Not classified,"3-sulpholactaldehyde (SLA) reductase, NADH-dependent; sulphoglycolysis pathway; gamma-hydroxybutyrate dehydrogenase, NADH-dependent"
b3883,0.551789425,8.560334142,0.064458865,yihV,4073739,6-deoxy-6-sulphofructose kinase,Enzyme; Not classified,"6-deoxy-6-sulphofructose kinase, sulphoglycolysis pathway"
b3884,0.456406019,9.522557799,0.047928930999999994,yihW,4074669,putative transcriptional regulator for sulphoquinovose utilization,Putative enzyme; Not classified,Putative transcriptional regulator for sulphoquinovose operon
b3885,1.261834928,9.714434224,0.129892786,yihX,4075553,"alpha-D-glucose-1-phosphate phosphatase, anomer-specific",Enzyme; Not classified,"Alpha-D-glucose-1-phosphate phosphatase, anomer-specific; physiological role unknown; HAD4"
b3886,0.846702658,9.363030059,0.090430411,yihY,4076146,"BrkB family putative transporter, inner membrane protein",Null,"BrkB family putative transporter, inner membrane protein; function unknown"
b3887,0.557714582,10.42697419,0.053487673,dtd,4077015,D-tyr-tRNA(Tyr) deacylase,Null,"D-tyrosine tRNA deacylase; also removes other, e.g. D-Trp and D-Asp, toxic D-amino acids from tRNA; dimer"
b3888,0.45907359299999995,9.748587329,0.047091294000000006,yiiD,4077449,GNAT family putative N-acetyltransferase,Putative enzyme; Not classified,GNAT family putative N-acetyltransferase
b3889,0.677654045,8.032781018,0.084361075,yiiE,4079297,CopG family putative transcriptional regulator,Null,Predicted CopG family transcriptional regulator; function unknown
b3890,0.683204336,7.9197302789999995,0.08626611199999999,yiiF,4079751,"putative thymol sensitivity protein, CopG family putative transcriptional regulator",Null,"Putative thymol sensitivity protein, CopG family; predicted transcriptional regulator"
b3891,0.598643178,10.40902759,0.057511922,fdhE,4080299,formate dehydrogenase formation protein,"Phenotype; Energy metabolism, carbon: Anaerobic respiration",Redox enzyme maturation protein (REMP) for FdnG/FdoG; required for formate dehydrogenase activity; probable cytoplasmic protein
b3892,0.923876897,10.44889698,0.088418605,fdoI,4081225,"formate dehydrogenase-O, cytochrome b556 subunit","Enzyme; Energy metabolism, carbon: Anaerobic respiration","Formate dehydrogenase-O cytochrome b556 subunit, aerobic"
b3893,1.065702224,10.443433800000001,0.102045194,fdoH,4081857,"formate dehydrogenase-O, Fe-S subunit","Enzyme; Energy metabolism, carbon: Anaerobic respiration","Formate dehydrogenase-O Fe-S subunit, aerobic"
b3894,1.4127790980000001,10.45654128,0.135109599,fdoG,4082772,"formate dehydrogenase-O, large subunit","Enzyme; Energy metabolism, carbon: Anaerobic respiration","Formate dehydrogenase-O, selenopeptide, aerobic"
b3895,0.6780263870000001,9.509849639,0.071297277,fdhD,4086016,formate dehydrogenase formation protein,"Phenotype; Energy metabolism, carbon: Anaerobic respiration",Redox enzyme maturation protein (REMP) for FdnG/FdoG; required as a sulfurtransferase for formate dehydrogenase activity; probable cytoplasmic protein
b3896,1.485852376,7.923909932000001,0.18751505100000002,yiiG,4087002,DUF3829 family lipoprotein,Null,"DUF3829 family lipoprotein, function unknown"
b3897,0.888406755,8.629965352000001,0.102944417,frvR,4088107,putative frv operon regulator; contains a PTS EIIA domain,Putative regulator; Not classified,Putative frv operon regulator; contains a PTS EIIA domain
b3898,0.592515416,8.448779461,0.07013029700000001,frvX,4089855,putative peptidase,"Orf; Transport of small molecules: Carbohydrates, organic acids, alcohols","Peptidase homolog, function unknown"
b3899,0.52188556,8.4226891,0.061961869,frvB,4090915,"putative PTS enzyme, IIB component/IIC component","Enzyme; Transport of small molecules: Carbohydrates, organic acids, alcohols",Predicted fructose-like PTS system enzyme IIBC
b3900,1.034470052,8.246274671,0.125446955,frvA,4092377,putative enzyme IIA component of PTS,"Enzyme; Transport of small molecules: Carbohydrates, organic acids, alcohols",Predicted fructose-like PTS system enzyme IIA
b3901,0.7066367090000001,7.905148757999999,0.089389426,rhaM,4093124,L-rhamnose mutarotase,Null,L-rhamnose mutarotase
b3902,1.2665215140000001,8.087870438,0.156595178,rhaD,4093448,rhamnulose-1-phosphate aldolase,Enzyme; Degradation of small molecules: Carbon compounds,Rhamnulose-1-phosphate aldolase; homotetrameric
b3903,1.3454136559999998,8.565344753,0.157076416,rhaA,4094723,L-rhamnose isomerase,Enzyme; Degradation of small molecules: Carbon compounds,L-rhamnose isomerase
b3904,1.221068753,8.481207785,0.143973451,rhaB,4095979,rhamnulokinase,Enzyme; Degradation of small molecules: Carbon compounds,Rhamnulokinase
b3905,1.403386442,6.9868958039999995,0.200859793,rhaS,4097736,transcriptional activator of rhaBAD and rhaT,Regulator; Degradation of small molecules: Carbon compounds,"Transcriptional activator for rhaBAD and rhaT, AraC family"
b3906,0.802629767,8.318450091,0.096487898,rhaR,4098646,transcriptional activator of rhaSR,Regulator; Degradation of small molecules: Carbon compounds,"Transcriptional activator for rhaSR, AraC family"
b3907,0.856005895,8.418382005,0.101682947,rhaT,4099491,L-rhamnose:proton symporter,"Transport; Transport of small molecules: Carbohydrates, organic acids, alcohols","Rhamnose permease; L-rhamnose-H+ symporter, membrane protein"
b3908,1.254060063,11.80507491,0.106230589,sodA,4100810,"superoxide dismutase, Mn",Enzyme; Detoxification,"Superoxide dismutase, Mn"
b3909,1.025646583,8.694561228,0.11796415699999999,kdgT,4101690,2-keto-3-deoxy-D-gluconate transporter,"Transport; Transport of small molecules: Carbohydrates, organic acids, alcohols",2-keto-3-deoxygluconate permease
b3910,0.464860641,9.008705945,0.051601267,yiiM,4102822,6-N-hydroxylaminopurine resistance protein,Null,"6-N-hydroxylaminopurine resistance, function unknown"
b3911,0.5369265879999999,9.945357329,0.053987662,cpxA,4103602,sensory histidine kinase in two-component regulatory system with CpxR,Putative regulator; Global regulatory functions,"Histidine protein kinase, periplasmic stress sensor; inner membrane protein; CpxR is the two-component cognate response regulator; Kan-R, phage Q resistant; L-serine growth"
b3912,0.536918459,10.74050703,0.049990047999999995,cpxR,4104972,response regulator in two-component regulatory system with CpxA,Putative regulator; Not classified,"Response regulator, periplasmic stress response; CpxA is cognate sensor protein"
b3915,0.40823741399999997,10.29606901,0.039649832999999995,fieF,4106469,ferrous iron and zinc transporter,Putative transport; Not classified,Ferrous-iron and zinc efflux pump; cation diffusion facilitator family; dimeric
b3916,0.61712014,10.9504789,0.056355539,pfkA,4107552,6-phosphofructokinase I,"Enzyme; Energy metabolism, carbon: Glycolysis","6-phosphofructokinase-1; allosteric: activated by MgNDPs, inhibited by PEP; homoterameric"
b3917,0.862766445,9.520178521,0.09062502800000001,sbp,4108834,sulfate transporter subunit,Transport; Transport of small molecules: Anions,"Sulfate-binding protein, periplasmic"
b3918,0.804937769,9.163992457,0.087837018,cdh,4109930,CDP-diacylglycerol phosphotidylhydrolase,Enzyme; Fatty acid and phosphatidic acid biosynthesis,CDP-diglyceride hydrolase; Salmonella ortholog has both UDP sugar hydrolase (UshB) and NAD pyrophosphatase (PnuE) activities
b3919,0.6838725640000001,10.92103525,0.062619756,tpiA,4110740,triosephosphate isomerase,"Enzyme; Energy metabolism, carbon: Glycolysis",Triosephosphate isomerase
b3920,0.5564681779999999,8.818969763,0.063099001,yiiQ,4111615,DUF1454 family putative periplasmic protein,Null,"DUF1454 family protein, function unknown"
b3921,0.547629624,8.685500807999999,0.063051013,yiiR,4112315,DUF805 family putative inner membrane protein,Null,"DUF805 family predicted inner membrane protein, function unknown"
b3922,0.853935685,9.414667137,0.090702695,yiiS,4112967,UPF0381 family protein,Null,"UPF0381 family protein, function unknown"
b3923,0.866424638,9.426292972999999,0.091915734,uspD,4113293,stress-induced protein,Putative regulator; Not classified,Stress-induced protein; UV-resistance
b3924,0.8984654790000001,9.561661776000001,0.093965411,fpr,4113726,ferredoxin-NADP reductase; flavodoxin reductase,"Enzyme; Central intermediary metabolism: Pool, multipurpose conversions",Ferredoxin NADP reductase; FNR; flavodoxin reductase; anaerobic
b3925,0.533382693,10.00093658,0.05333327400000001,glpX,4114569,"fructose 1,6-bisphosphatase II",Phenotype; Not classified,"Fructose 1,6 bisphosphatase; induced by glycerol, in glpFKX operon, not required for growth on glycerol"
b3926,1.7059351040000001,9.684333205,0.176154111,glpK,4115714,glycerol kinase,"Enzyme; Central intermediary metabolism: Pool, multipurpose conversions",Glycerol kinase
b3927,1.529500401,10.32954418,0.148070464,glpF,4117245,glycerol facilitator,"Transport; Transport of small molecules: Carbohydrates, organic acids, alcohols",Aquaglyceroporin; glycerol facilitator
b3928,0.580347019,10.79704577,0.053750538,zapB,4118515,"FtsZ stabilizer, septal ring assembly factor, cell division stimulator",Null,"FtsZ stabilizer, coiled-coil protein; septal ring assembly factor, stimulates cell division"
b3929,0.5502272029999999,11.02680669,0.049899052,rraA,4118845,ribonuclease E (RNase E) inhibitor protein,Null,"Protein inhibitor of RNase E, modulates global mRNA abundance; trimeric"
b3930,0.487534849,9.164522731,0.053198062000000004,menA,4119423,"1,4-dihydroxy-2-naphthoate octaprenyltransferase","Enzyme; Biosynthesis of cofactors, carriers: Menaquinone, ubiquinone","1, 4-Dihydroxy-2-naphthoic acid (DHNA)-octaprenyltransferase; dimethylmenaquinone synthase; menaquinone biosynthesis"
b3931,0.716268129,10.80425746,0.066294989,hslU,4120416,molecular chaperone and ATPase component of HslUV protease,"Factor; Adaptations, atypical conditions","Heat-inducible ATP-dependent protease HslVU, ATPase subunit; involved in the degradation of misfolded proteins; heat shock protein D48.5"
b3932,1.51501089,10.33352357,0.146611258,hslV,4121757,peptidase component of the HslUV protease,"Enzyme; Degradation of proteins, peptides, glyco","Heat-inducible ATP-dependent protease HslVU, protease subunit; involved in the degradation of misfolded proteins"
b3933,0.733757456,10.49806584,0.069894537,ftsN,4122380,essential cell division protein,Phenotype; Cell division,Cell division and growth; multicopy suppresses ftsA12
b3934,0.6356816129999999,9.806573995,0.064821987,cytR,4123431,Anti-activator for CytR-CRP nucleoside utilization regulon,Regulator; Global regulatory functions,Anti-activator for nucleoside utilization regulon
b3935,0.5119047000000001,8.696996059,0.058859944000000004,priA,4124612,Primosome factor n' (replication factor Y),"Factor; DNA - replication, repair, restriction/modification","Primosome factor Y, also called protein n'; ATP-dependent DNA helicase activity required for recA-dependent stable DNA replication mode; also involved in double-strand break repair"
b3936,0.8760223159999999,11.74645054,0.074577619,rpmE,4127013,50S ribosomal subunit protein L31,"Structural component; Ribosomal proteins - synthesis, modification",50S ribosomal subunit protein L31
b3937,0.810853064,9.31916374,0.087009209,yiiX,4127286,"putative lipid binding hydrolase, DUF830 family protein",Null,"Predicted lipid binding hydrolase, DUF830 family protein; function unknown"
b3938,0.783689042,10.11658222,0.07746579099999999,metJ,4128078,"transcriptional repressor, S-adenosylmethionine-binding",Regulator; Amino acid biosynthesis: Methionine,"Methionine regulon repressor, SAM co-repressor; sulfoximine and methylmethionine sensitivity"
b3939,0.724907833,9.324674936000001,0.077740815,metB,4128672,"cystathionine gamma-synthase, PLP-dependent",Enzyme; Amino acid biosynthesis: Methionine,Cystathionine gamma-synthase; homotetrameric
b3940,0.6143229029999999,9.377318365,0.065511576,metL,4129835,Bifunctional aspartokinase/homoserine dehydrogenase 2,Enzyme; Amino acid biosynthesis: Methionine,Bifunctional aspartokinase/homoserine dehydrogenase 2
b3941,0.976869399,9.511424443,0.102704848,metF,4132616,"5,10-methylenetetrahydrofolate reductase","Enzyme; Central intermediary metabolism: Pool, multipurpose conversions","5,10-Methylenetetrahydrofolate reductase"
b3942,0.711139992,10.48541611,0.067821819,katG,4133835,"catalase-peroxidase HPI, heme b-containing",Enzyme; Detoxification,"Catalase-peroxidase HPI, heme b-containing; hydroperoxidase I"
b3943,0.679105227,8.979973758,0.075624411,yijE,4136108,EamA-like transporter family protein,Null,"EamA-like transporter family protein, function unknown"
b3944,0.903359956,8.960082584,0.10082049400000001,yijF,4137040,DUF1287 family protein,Null,"DUF1287 family protein, function unknown"
b3945,1.1954256090000002,8.648122676,0.138229493,gldA,4137932,"glycerol dehydrogenase, NAD+ dependent; 1,2-propanediol:NAD+ oxidoreductase","Enzyme; Central intermediary metabolism: Pool, multipurpose conversions","Glycerol dehydrogenase, NAD+ dependent; 1,2-propanediol:NAD+ oxidoreductase"
b3946,0.728167509,8.694231872000001,0.083752943,fsaB,4139046,fructose-6-phosphate aldolase 2,Putative enzyme; Not classified,Fructose-6-phosphate aldolase B
b3947,1.154455618,8.700225182999999,0.13269261400000001,frwA,4139720,"putative PTS enzyme: Hpr, enzyme I and II components","Enzyme; Transport of small molecules: Carbohydrates, organic acids, alcohols","Predicted multiphosphoryl transfer protein: PTS HPr, EIIA and EI; MTP-Frw; multi-domain fructose-like PTS protein with enzyme I, type-2 EIIA, and HPr-like domains"
b3949,0.680813795,9.033009032,0.075369547,frwC,4142530,putative enzyme IIC component of PTS,"Transport; Transport of small molecules: Carbohydrates, organic acids, alcohols",Predicted fructose-like PTS system enzyme IIC
b3950,1.1702924609999998,6.930157005,0.168869545,frwB,4143624,putative enzyme IIB component of PTS,Enzyme; Degradation of small molecules: Carbon compounds,"Predicted fructose-like PTS system enzyme IIB, component 1"
b3951,0.612360087,8.085939607,0.07573146900000001,pflD,4143995,putative glycine radical domain-containing pyruvate formate-lyase,"Enzyme; Energy metabolism, carbon: Anaerobic respiration",Putative pyruvate formate-lyase; glycine radical domain
b3952,0.773831409,8.928418087,0.086670606,pflC,4146258,putative [formate-C-acetyltransferase 2]-activating enzyme; pyruvate formate-lyase 1-activating enzyme,"Putative enzyme; Energy metabolism, carbon: Anaerobic respiration",Predicted [formate-C-acetyltransferase 2]-activating enzyme; pyruvate formate-lyase 1-activating enzyme
b3953,0.556163879,7.96793953,0.069800213,frwD,4147138,putative enzyme IIB component of PTS,Enzyme; Degradation of small molecules: Carbon compounds,"Predicted fructose-like PTS system enzyme IIB, component 2"
b3954,0.741293662,8.389506986,0.088359622,yijO,4147466,AraC family putative transcriptional activator,Putative regulator; Not classified,"AraC family putative transcriptional activator, function unknown"
b3955,0.742046853,9.420574507000001,0.078768747,eptC,4148532,LPS heptose I phosphoethanolamine transferase,Null,LPS heptose I phosphoethanolamine transferase
b3956,0.879498363,10.54937406,0.08336972,ppc,4150447,phosphoenolpyruvate carboxylase,"Enzyme; Energy metabolism, carbon: Fermentation",Phosphoenolpyruvate carboxylase; monomeric
b3957,0.627203163,9.673840749,0.064834969,argE,4153696,acetylornithine deacetylase,Enzyme; Amino acid biosynthesis: Arginine,Acetylornithine deacetylase
b3958,0.925575919,9.43356874,0.09811514,argC,4155001,"N-acetyl-gamma-glutamylphosphate reductase, NAD(P)-binding",Enzyme; Amino acid biosynthesis: Arginine,N-acetyl-gamma-glutamyl-phosphate reductase
b3959,0.8415687409999999,9.889410589,0.085097967,argB,4156013,acetylglutamate kinase,Enzyme; Amino acid biosynthesis: Arginine,N-acetylglutamate kinase
b3960,0.843931194,9.611623169,0.08780319199999999,argH,4156850,argininosuccinate lyase,Enzyme; Amino acid biosynthesis: Arginine,Argininosuccinate lyase
b3961,0.497983977,9.716087909,0.051253547999999996,oxyR,4158490,oxidative and nitrosative stress transcriptional regulator,Regulator; Global regulatory functions,Oxidative and nitrosative stress transcriptional regulator
b3962,0.874420346,9.926177017999999,0.08809235900000001,sthA,4159390,"pyridine nucleotide transhydrogenase, soluble",Putative enzyme; Not classified,Soluble pyridine nucleotide transhydrogenase
b3963,0.618817744,10.44164761,0.059264377,fabR,4161124,transcriptional repressor of fabA and fabB,Null,Transcriptional repressor of fabA and fabB
b3964,0.575713505,9.738695223999999,0.059116082,yijD,4161771,DUF1422 family inner membrane protein,Null,"DUF1422 family inner membrane protein, function unknown"
b3965,0.679316244,9.95973921,0.068206228,trmA,4162170,"tRNA m(5)U54 methyltransferase, SAM-dependent; tmRNA m(5)U341 methyltransferase",Enzyme; tRNA modification,"tRNA m(5)U54 methyltransferase, SAM-dependent; tmRNA m(5)U341 methyltransferase; RUMT"
b3966,0.901444481,8.941950872,0.100810717,btuB,4163639,vitamin B12/cobalamin outer membrane transporter,Membrane; Outer membrane constituents,"Vitamin B12 outer membrane receptor; receptor for E colicins, phages BF23 and C1"
b3967,0.786553484,10.02893845,0.078428389,murI,4165428,glutamate racemase,"Enzyme; Murein sacculus, peptidoglycan","Glutamate racemase, D-glutamate synthesis"
b3968,,,,rrsB,4166659,Null,Null,16S rRNA of rrnB operon
b3969,,,,gltT,4168372,Null,Null,Glutamate tRNA(UUC) 2
b3970,,,,rrlB,4168641,Null,Null,23S rRNA of rrnB operon
b3971,,,,rrfB,4171637,Null,Null,5S rRNA of rrnB operon
b3972,0.836073568,9.256042466,0.090327326,murB,4172057,"UDP-N-acetylenolpyruvoylglucosamine reductase, FAD-binding","Enzyme; Murein sacculus, peptidoglycan","UDP-N-acetylenolpyruvoylglucosamine reductase, FAD-binding"
b3973,0.759251035,9.347670689,0.081223554,birA,4173082,"bifunctional biotin-[acetylCoA carboxylase] holoenzyme synthetase/ DNA-binding transcriptional repressor, bio-5'-AMP-binding","Enzyme; Biosynthesis of cofactors, carriers: Biotin","Bifunctional biotin protein ligase, biotin operon repressor; biotin-[acetyl-CoA carboxylase] holoenzyme synthase; monomeric"
b3974,0.7119533709999999,9.105230644,0.07819169,coaA,4174076,pantothenate kinase,"Enzyme; Biosynthesis of cofactors, carriers: Pantothenate",Pantothenate kinase
b3976,,,,thrU,4175388,Null,Null,Threonine tRNA(UGU) 4
b3977,,,,tyrU,4175472,Null,Null,Tyrosine tRNA(GUA) 2
b3978,,,,glyT,4175673,Null,Null,"Glycine tRNA(UCC) 2, UGA suppression"
b3979,,,,thrT,4175754,Null,Null,Threonine tRNA(GGU) 3
b3980,,,,tufB,4175944,translation elongation factor EF-Tu 2,Factor; Proteins - translation and modification,Translation elongation factor EF-Tu 2; GTP-dependent binding of aa-tRNA to the A-site of ribosomes; has intrinsic GTPase activity when bound to kirromycin; subunit of RNA phage Q beta replicase
b3981,1.333804897,10.47629077,0.127316521,secE,4177358,preprotein translocase membrane subunit,"Transport; Protein, peptide secretion",SecYEG inner membrane translocon core subunit; preprotein translocase secAYEG subunit; core translocon secYE subunit
b3982,1.020253108,10.80660221,0.09441016599999999,nusG,4177743,transcription termination factor,"Putative factor; RNA synthesis, modification, DNA transcription",Stabilizes phage lambda protein N-NusA-RNAP antitermination complex
b3983,1.019245895,12.87188336,0.079183898,rplK,4178447,50S ribosomal subunit protein L11,"Structural component; Ribosomal proteins - synthesis, modification",50S ribosomal subunit protein L11; kasugamycin sensitivity
b3984,1.123799336,12.56818814,0.089416177,rplA,4178879,50S ribosomal subunit protein L1,"Structural component; Ribosomal proteins - synthesis, modification",50S ribosomal subunit protein L1
b3985,0.788572335,12.99348086,0.060689845,rplJ,4179996,50S ribosomal subunit protein L10,"Structural component; Ribosomal proteins - synthesis, modification",50S ribosomal subunit protein L10; streptomycin resistance
b3986,0.656225755,12.79480952,0.051288435,rplL,4180560,50S ribosomal subunit protein L7/L12,"Structural component; Ribosomal proteins - synthesis, modification",50S ribosomal subunit protein L7/L12
b3987,0.751060008,11.88440634,0.063197099,rpoB,4181245,"RNA polymerase, beta subunit","Enzyme; RNA synthesis, modification, DNA transcription","RNA polymerase, beta subunit; binds Zn(II)"
b3988,0.884022399,10.85437742,0.08144386,rpoC,4185350,"RNA polymerase, beta prime subunit","Enzyme; RNA synthesis, modification, DNA transcription","RNA polymerase, beta' subunit; binds Zn(II)"
b3989,0.8450542059999999,7.7890753329999995,0.10849223699999999,yjaZ,4189786,stationary phase growth adaptation protein,"Factor; Adaptations, atypical conditions",Required for competitive stationary phase growth adaptation; function unknown
b3990,1.00954103,8.625834699,0.11703690900000001,thiH,4190735,"tyrosine lyase, involved in thiamine-thiazole moiety synthesis","Enzyme; Biosynthesis of cofactors, carriers: Thiamine","Tyrosine lyase, involved in thiamine-thiazole moiety synthesis; complexes with ThiG; [4Fe-4S]-SAM cluster; Radical SAM superfamily"
b3991,0.867730856,9.703995643999999,0.089419955,thiG,4191865,thiamine biosynthesis ThiGH complex subunit,"Enzyme; Biosynthesis of cofactors, carriers: Thiamine",Thiazole synthase; thiamine-thiazole moiety synthesis; complexes with ThiH
b3992,0.939038626,8.889950763,0.10562922699999999,thiF,4192821,"adenylyltransferase, modifies ThiS C-terminus","Enzyme; Biosynthesis of cofactors, carriers: Thiamine","Adenylyltransferase, modifies ThiS C-terminus; ThiS-thiocarboxylate (ThiS-COSH) synthesis; thiamine-thiazole moiety synthesis; complexes with ThiS"
b3993,0.896175937,9.290793597999999,0.09645849199999999,thiE,4193569,thiamine phosphate synthase (thiamine phosphate pyrophosphorylase),"Enzyme; Biosynthesis of cofactors, carriers: Thiamine","Thiamine phosphate synthase; thiamine phosphate pyrophosphorylase, TMP-PPase; thiamine-thiazole moiety synthesis"
b3994,1.240519836,8.947759726000001,0.138640271,thiC,4194204,phosphomethylpyrimidine synthase,"Enzyme; Biosynthesis of cofactors, carriers: Thiamine","Phosphomethylpyrimidine synthase, thiamine biosynthesis; requires SAM and a reduced 4Fe-4S cluster"
b3995,0.855034162,9.524734752999999,0.08976986599999999,rsd,4196332,"stationary phase protein, binds sigma 70 RNA polymerase subunit",Regulator; Not classified,Regulates RNA polymerase holoenzyme formation; interacts with free sigma 70 and core RNA polymerase; stationary phase protein; anti-sigma
b3996,0.6692099429999999,9.695175863,0.06902504400000001,nudC,4196903,NADH pyrophosphatase,Null,NADH pyrophosphatase
b3997,0.559642518,10.15328179,0.055119372,hemE,4197716,uroporphyrinogen decarboxylase,"Enzyme; Biosynthesis of cofactors, carriers: Heme, porphyrin",Uroporphyrinogen decarboxylase
b3998,0.844575538,9.360922959,0.09022353300000001,nfi,4198790,endonuclease V; deoxyinosine 3' endonuclease,Enzyme; Degradation of DNA,"Endonuclease V, specific for single-stranded DNA or duplex DNA with damaged U; deoxyinosine 3' endonuclease; inosine 3' endoribonuclease"
b3999,0.77716973,9.43141142,0.082402272,yjaG,4199504,DUF416 domain protein,Null,"DUF416 family protein, function unknown"
b4000,1.0050091540000001,11.84704775,0.084832034,hupA,4200281,"HU, DNA-binding transcriptional regulator, alpha subunit","Factor; Basic proteins - synthesis, modification","Histone-like protein HU-alpha, HU-2"
b4001,0.486230092,9.258833228,0.052515266,yjaH,4200566,DUF1481 family putative lipoprotein,Null,"DUF1481 family probable lipoprotein, function unknown"
b4002,0.9295485729999999,8.854633434,0.104978775,zraP,4201263,Zn-dependent periplasmic chaperone,Null,Zn-dependent periplasmic chaperone
b4003,0.681347922,8.543310872000001,0.07975221,zraS,4201926,sensory histidine kinase in two-component regulatory system with ZraR,"Enzyme; Energy metabolism, carbon: Fermentation",Two component sensor kinase for ZraP; responsive to Zn(2+) and Pb(2+); autoregulated; regulation of Hyd-3 activity is probably due to crosstalk of overexpressed protein
b4004,0.7054101079999999,9.244566799,0.076305372,zraR,4203320,fused DNA-binding response regulator in two-component regulatory system with ZraS: response regulator/sigma54 interaction protein,"Regulator; Energy metabolism, carbon: Fermentation",Two component response regulator for zraP; responsive to Zn(2+) and Pb(2+); autoregulated; regulation of Hyd-3 activity is probably due to crosstalk of overexpressed protein
b4005,0.9702482579999999,9.40304342,0.10318449199999999,purD,4204642,phosphoribosylglycinamide synthetase phosphoribosylamine-glycine ligase,Enzyme; Purine ribonucleotide biosynthesis,"Phosphoribosylamine-glycine ligase, purine synthesis; phosphoribosylglycinamide synthase; glycinamide ribonucleotide synthase (GARS)"
b4006,0.9678119470000001,10.05318005,0.09626923400000001,purH,4205943,IMP cyclohydrolase and phosphoribosylaminoimidazolecarboxamide formyltransferase,Enzyme; Purine ribonucleotide biosynthesis,Phosphoribosylaminoimidazolecarboxamide formyltransferase; purine synthesis
b4007,,,,rrsE,4208147,Null,Null,16S rRNA of rrnE operon
b4008,,,,gltV,4209774,Null,Null,Glutamate tRNA(UUC) 2
b4009,,,,rrlE,4210043,Null,Null,23S rRNA of rrnE operon
b4010,,,,rrfE,4213040,Null,Null,5S rRNA of rrnE operon
b4011,1.065156281,8.019426429,0.132822003,yjaA,4213234,stress-induced protein,Null,"Stress-induced protein, function unknown; involved in peroxide and acid resistance"
b4012,0.450088648,8.965813562000001,0.050200536,yjaB,4213680,GNAT-family putative N-acetyltransferase; acetyl coenzyme A-binding protein,Null,GNAT-family putative N-acetyltransferase; acetyl coenzyme A binding protein
b4013,0.941861152,8.871258881000001,0.106169954,metA,4214280,homoserine O-transsuccinylase,Enzyme; Amino acid biosynthesis: Methionine,Homoserine O-transsuccinylase; also called homoserine O-succinyltransferase
b4014,1.5901603180000001,11.21255723,0.141819594,aceB,4215478,malate synthase A,Enzyme; Central intermediary metabolism: Glyoxylate bypass,Malate synthase A; glyoxylate shunt enzyme
